,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
15810,CHEMBL3983588,O=C1CCc2ccc(OCCCCN3CCN(CC3)c4cccc5NC(=O)COc45)cc2N1,EC50,=,1.8,nM,Dopamine D2 receptor,Homo sapiens,"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.",B,0.9
15811,CHEMBL3983588,O=C1CCc2ccc(OCCCCN3CCN(CC3)c4cccc5NC(=O)COc45)cc2N1,EC50,=,0.4,nM,Dopamine D2 receptor,Homo sapiens,"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of ß-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing ß-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 ¿g of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 ¿l/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 ¿l/well of reference agonist (6 ¿M) or D2 test ligand (6 ¿M)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 ¿M, final DMSO concentration was 3%).",B,0.2
15820,CHEMBL3985152,COCOc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3ccccc3c4ccccc4)cc1,Ki,=,36.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,36.0
15829,CHEMBL4059581,CCCN[C@H]1CN2C(=O)N(CCCCOCCCCc3ccccc3)c4cccc(C1)c24,EC50,=,25.6,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells assessed as cAMP inhibition by BRET assay,B,12.8
15830,CHEMBL4059581,CCCN[C@H]1CN2C(=O)N(CCCCOCCCCc3ccccc3)c4cccc(C1)c24,Ki,=,37.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,B,37.2
15831,CHEMBL4059581,CCCN[C@H]1CN2C(=O)N(CCCCOCCCCc3ccccc3)c4cccc(C1)c24,EC50,=,196.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at renilla luciferase-tagged human dopamine D2 receptor expressed in HEK293 cells coexpressing mVenus-fused beta-arrestin 2 assessed as induction of beta-arrestin 2 recruitment by BRET assay,B,98.4
15833,CHEMBL4059581,CCCN[C@H]1CN2C(=O)N(CCCCOCCCCc3ccccc3)c4cccc(C1)c24,EC50,=,194.5,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 by BRET assay,B,97.25
15835,CHEMBL4059581,CCCN[C@H]1CN2C(=O)N(CCCCOCCCCc3ccccc3)c4cccc(C1)c24,EC50,=,24.6,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused GalphaoA/GFP10-fused Ggamma2 by BRET assay,B,12.3
15839,CHEMBL4060403,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,Ki,=,0.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.3
15840,CHEMBL4060403,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,Ki,=,0.41,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.41
15841,CHEMBL4060403,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,EC50,=,13.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,6.5
15846,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,Ki,=,1.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,1.2
15847,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,Ki,=,0.72,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.72
15848,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,3.4,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,1.7
15852,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,3.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,1.85
15854,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,5.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,2.85
15856,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,5.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,2.85
15858,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,1.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,0.9
15860,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,2.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,1.05
15870,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,3.388,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,1.694
15874,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,Ki,=,0.16,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.16
15875,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,Ki,=,0.094,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.094
15876,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,0.74,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,0.37
15878,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,117.49,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,58.745
15880,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,5.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,2.5
15882,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,5.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,2.9
15884,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,6.2,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,3.1
15886,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,1.25
15888,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,2.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,1.0
15899,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,120.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,60.0
15900,CHEMBL4060461,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(\C=N\O)c4c3)CC2,EC50,=,0.7413,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,0.37065
15902,CHEMBL4060649,Cc1cccc(c1)S(=O)(=O)NCCCN2CCC(=CC2)c3c[nH]c4ccc(F)cc34,Ki,=,17.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,17.0
15903,CHEMBL4060678,CC1=C(CCN2CCN(CC2)c3nsc4ccccc34)C(=O)N5CCCC(O)C5=N1,IC50,=,5.1,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,2.55
15907,CHEMBL4061068,CC1=C(CCN2CCN(CC2)c3nsc4ccccc34)C(=O)N5CCCC(C)(O)C5=N1,IC50,=,2.4,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,1.2
15912,CHEMBL4061986,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c5cccnc15,Ki,=,33.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,B,33.0
15913,CHEMBL4061986,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c5cccnc15,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,B,25.0
15921,CHEMBL4062602,Fc1ccc2c(noc2c1)C3CCN(CCCN4C(=O)COc5ccccc45)CC3,Ki,=,3.236,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride from human dopamine D2L receptor expressed in F1pIn CHO cells after 60 mins by scintillation counting analysis,B,3.236
15924,CHEMBL4062602,Fc1ccc2c(noc2c1)C3CCN(CCCN4C(=O)COc5ccccc45)CC3,Ki,=,3.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride from human dopamine D2L receptor expressed in F1pIn CHO cells after 60 mins by scintillation counting analysis,B,3.2
15925,CHEMBL4062602,Fc1ccc2c(noc2c1)C3CCN(CCCN4C(=O)COc5ccccc45)CC3,Kb,=,1.2,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in F1pIn CHO cells assessed as inhibition of ERK1/2 phosphorylation incubated for 5 mins by AlphaScreen assay,B,1.2
15926,CHEMBL4062817,Fc1ccc2[nH]cc(C3=CCN(CCCCNS(=O)(=O)c4ccc5ccccc5c4)CC3)c2c1,Ki,=,0.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,0.3
15927,CHEMBL4062936,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(F)C5=N1,IC50,=,6.2,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,3.1
15928,CHEMBL4062992,CC1=C(CCN2CCN(CC2)c3nsc4ccccc34)C(=O)N5CCCC(F)(F)C5=N1,IC50,=,5.2,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,2.6
15929,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,Ki,=,0.91,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes,B,0.91
15930,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,Ki,=,0.67,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,B,0.67
15931,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,EC50,=,110.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay,B,55.0
15936,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,Ki,=,0.98,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes,B,0.98
15937,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,Ki,=,0.95,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,B,0.95
15938,CHEMBL4063145,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)COc45)cc12,EC50,=,110.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay,B,55.0
15944,CHEMBL4063235,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2,Ki,=,0.25,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.25
15945,CHEMBL4063235,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2,Ki,=,0.16,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.16
15946,CHEMBL4063235,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2,EC50,=,13.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,6.5
15951,CHEMBL4063235,COc1ccccc1N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2,EC50,=,12.88,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,6.44
15952,CHEMBL4063282,COc1ccccc1N2CCN(CCCC(=O)Nc3ccn4nccc4c3)CC2,Ki,=,46.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,46.0
15953,CHEMBL4063282,COc1ccccc1N2CCN(CCCC(=O)Nc3ccn4nccc4c3)CC2,Ki,=,36.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,36.0
15959,CHEMBL4064186,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5cccnc15,Ki,=,3.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,B,3.4
15960,CHEMBL4064186,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5cccnc15,Ki,=,1.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,B,1.5
15967,CHEMBL4064742,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,Ki,=,1.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,B,1.6
15968,CHEMBL4064742,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,Ki,=,1.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,B,1.6
15971,CHEMBL4064742,Oc1ccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,EC50,=,78.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2S receptor expressed in HEK293T cell membranes coexpressing Galphao1 assessed as induction of nucleotide exchange preincubated for 30 mins followed by addition of [35S]GTPgammaS measured after 30 mins by [35S]GTPgammaS binding assay,B,39.0
15980,CHEMBL4064974,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,39.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2-long receptor expressed in CHO cell membranes,B,39.0
15981,CHEMBL4064974,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,21.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2-short receptor expressed in CHO cell membranes,B,21.0
15982,CHEMBL4065353,CCCN[C@H]1CN2C(=O)N(CCCCNC(=O)c3cc4ccccc4[nH]3)c5cccc(C1)c25,Ki,=,18.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,B,18.5
15985,CHEMBL4065510,NC(=O)c1cccc(c1)c2ccc(OC(=O)NC\C=C\CN3CCN(CC3)c4cccc(Cl)c4Cl)cc2,EC50,=,147.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,73.5
15987,CHEMBL4065568,Cc1cccc(c1)S(=O)(=O)NCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Ki,=,3.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,3.3
15990,CHEMBL4065568,Cc1cccc(c1)S(=O)(=O)NCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,EC50,=,56.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human recombinant D2S receptor expressed in HEK-293 cells by cellular dielectric spectroscopy,B,28.0
15992,CHEMBL4065568,Cc1cccc(c1)S(=O)(=O)NCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Kb,=,2.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human recombinant D2S receptor expressed in HEK-293 cells by cellular dielectric spectroscopy,B,2.1
15993,CHEMBL4065710,CC1=C(CCN2CCN(CC2)c3cccc4sccc34)C(=O)N5CCCC(C)(O)C5=N1,IC50,=,31.5,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,15.75
15995,CHEMBL4065797,CCCN1CCCN(CC1)c2ccc(O)c3NC(=O)COc23,Ki,=,56.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,B,56.0
16004,CHEMBL4066435,COc1ccccc1N2CCN(CCCN3C(=O)COc4ccccc34)CC2,Ki,=,42.66,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride from human dopamine D2L receptor expressed in F1pIn CHO cells after 60 mins by scintillation counting analysis,B,42.66
16007,CHEMBL4066435,COc1ccccc1N2CCN(CCCN3C(=O)COc4ccccc34)CC2,Ki,=,42.7,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride from human dopamine D2L receptor expressed in F1pIn CHO cells after 60 mins by scintillation counting analysis,B,42.7
16008,CHEMBL4066435,COc1ccccc1N2CCN(CCCN3C(=O)COc4ccccc34)CC2,Kb,=,7.8,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in F1pIn CHO cells assessed as inhibition of ERK1/2 phosphorylation incubated for 5 mins by AlphaScreen assay,B,7.8
16009,CHEMBL4066532,Clc1cccc(c1)S(=O)(=O)NCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Ki,=,23.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,23.0
16014,CHEMBL4066971,Oc1cccc(c1)S(=O)(=O)NCCCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Ki,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,2.5
16015,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,Ki,=,7.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,7.8
16016,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,Ki,=,7.7,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,7.7
16017,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,5.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,2.95
16019,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,154.88,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,77.44
16021,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,4.2,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,2.1
16023,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,7.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,3.85
16025,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,10.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,5.05
16027,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,2.6,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,1.3
