,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
14993,CHEMBL3770581,CC1(NC(=O)N(CC(O)CN2CCN(CC2)c3ccc(Cl)c(Cl)c3)C1=O)c4ccc(F)cc4,Ki,=,1976.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Raclopride from human dopamine D2L receptor expressed in HEK293 cells,B,1976.0
14994,CHEMBL3770110,Cc1ccc(cc1C)N2CCN(CC(O)CN3C(=O)NC(C)(C3=O)c4ccc(F)cc4)CC2,Ki,=,2261.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Raclopride from human dopamine D2L receptor expressed in HEK293 cells,B,2261.0
15006,CHEMBL3775226,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5F)C(F)(F)F)n2C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1584.89
15033,CHEMBL3774927,Cc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,Ki,=,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,3162.28
15034,CHEMBL3775023,COc1ccc(cc1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1584.89
15040,CHEMBL3775097,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C#N)nnc1c5cnccn5,Ki,=,6309.57,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,6309.57
15044,CHEMBL3775598,CC(C)Oc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,Ki,=,5011.87,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,5011.87
15050,CHEMBL3774911,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4C(F)(F)F)nnc1c5cnccn5,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1258.93
15054,CHEMBL3775572,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cncnc5,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1258.93
15066,CHEMBL3775197,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5cccnc5,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1258.93
15070,CHEMBL3774411,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CC(=O)NC=C5,Ki,=,1995.26,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1995.26
15074,CHEMBL3774769,CN1C=C(C=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5)C(F)(F)F)n2C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1584.89
15078,CHEMBL3775350,CN1C=CC(=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5c(F)cc(F)cc5F)n2C,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,1258.93
15080,CHEMBL3775350,CN1C=CC(=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5c(F)cc(F)cc5F)n2C,Ki,=,3981.07,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,3981.07
15093,CHEMBL3774463,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCCC5,Ki,=,6309.57,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method,B,6309.57
15114,CHEMBL3780975,COc1cc2CCN(Cc3cccc(O)c3OC)C(C)c2cc1O,Ki,=,1095.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay,B,1095.0
15115,CHEMBL3780438,COc1cc(CCN(C)Cc2cccc(O)c2OC)ccc1O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay,B,10000.0
15116,CHEMBL3780812,CCN(CCc1ccc(O)c(OC)c1)Cc2cccc(O)c2OC,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay,B,10000.0
15142,CHEMBL3792751,Fc1ccc2c(CN3CCO[C@H](COc4cccc(Cl)n4)C3)c[nH]c2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2L receptor expressed in CHO cells,B,10000.0
15143,CHEMBL3792751,Fc1ccc2c(CN3CCO[C@H](COc4cccc(Cl)n4)C3)c[nH]c2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2S receptor expressed in CHO cells,B,10000.0
15147,CHEMBL3792731,Clc1ccc(CN2CCO[C@H](CSc3ccccc3)C2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2L receptor expressed in CHO cells,B,10000.0
15148,CHEMBL3792731,Clc1ccc(CN2CCO[C@H](CSc3ccccc3)C2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2S receptor expressed in CHO cells,B,10000.0
15150,CHEMBL3794079,Cc1ccc(CN2CCO[C@H](CSc3ccccc3)C2)cc1C,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2L receptor expressed in CHO cells,B,10000.0
15151,CHEMBL3794079,Cc1ccc(CN2CCO[C@H](CSc3ccccc3)C2)cc1C,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Spiperone from human recombinant dopamine D2S receptor expressed in CHO cells,B,10000.0
15153,CHEMBL3799271,N[C@H]1CN2C(=O)Nc3cccc(C1)c23,Ki,=,12100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,12100.0
15158,CHEMBL3798018,CN[C@H]1CN2C(=O)Nc3cc(cc(C1)c23)C#N,Ki,=,5120.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]7-OH-DPAT from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,5120.0
15167,CHEMBL3797740,CCCN(C)[C@H]1CN2C(=O)Nc3cccc(C1)c23,Ki,=,1180.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,1180.0
15205,CHEMBL3800633,CN(CCCCNC(=O)c1oc2ccccc2c1)[C@H]3CN4C(=O)Nc5cccc(C3)c45,Ki,=,14700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,14700.0
15219,CHEMBL3798179,CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@H]3CN4C(=O)Nc5cccc(C3)c45,Ki,=,4230.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,4230.0
15233,CHEMBL3799626,CN(CCCCNC(=O)c1ccc2c(Cc3ccccc23)c1)[C@H]4CN5C(=O)Nc6cccc(C4)c56,Ki,=,3700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,3700.0
15238,CHEMBL3799147,Cl.Cc1ccccc1N2CCN(CCCCNC(=O)Oc3cccc4ccccc34)CC2,EC50,=,5300.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,2650.0
15240,CHEMBL3798334,COc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2,EC50,=,4100.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,2050.0
15242,CHEMBL3798943,Cl.Cc1ccccc1N2CCN(CCCNC(=O)Oc3cccc4ccccc34)CC2,EC50,=,14000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,7000.0
15246,CHEMBL3798211,Cl.NC(=O)c1ccc(OC(=O)NCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccc14,EC50,=,2600.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,1300.0
15250,CHEMBL3798372,Cl.Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4OCCOc34)CC2)c1Cl,EC50,=,3500.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,1750.0
15252,CHEMBL3800421,Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4[nH]ccc34)CC2)c1Cl,EC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,5000.0
15254,CHEMBL3798331,Cl.Clc1cccc(N2CCN(CCCCNC(=O)Oc3cccc4[nH]cnc34)CC2)c1Cl,EC50,=,9900.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor short isoform transfected in HEK293 cells measured for 10 mins by spectroscopic analysis,B,4950.0
15265,CHEMBL3799430,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4ccc(cc4)C(=O)N(C)C,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15267,CHEMBL3797293,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4cccnc4,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15268,CHEMBL3800442,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)C4=CNC(=O)C=C4,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15269,CHEMBL3800576,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4cnn(C)c4,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15271,CHEMBL3800055,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4c(C)onc4C,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15272,CHEMBL3800153,CN1CCN(CC1)c2cc(c3ccc(cc3)C(F)(F)F)c4ccn(c4n2)S(=O)(=O)C,Ki,=,1231.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,1231.0
15274,CHEMBL3799330,CN1CCN(CC1)c2cc(c3ccc(cc3)C(F)(F)F)c4ccn(c4n2)S(=O)(=O)C5CCCCC5,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15275,CHEMBL3799448,CN1CCN(CC1)c2cc(c3ccc(cc3)C(F)(F)F)c4ccn(c4n2)S(=O)(=O)C5CCOCC5,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,2000.0
15277,CHEMBL3799529,CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCNCC3)c4ccc(cc4)C(F)(F)F,Ki,=,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]NMSP from human dopamine D2S receptor expressed in CHO cell membrane incubated for 1 hr by scintillation counting method,B,1700.0
15279,CHEMBL3800400,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,Ki,=,5700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2L receptor expressed in CHO cells,B,5700.0
15280,CHEMBL3800400,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,Ki,=,3200.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells,B,3200.0
15285,CHEMBL3800468,COc1cc(CCNC[C@@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,Ki,=,2900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2L receptor expressed in CHO cells,B,2900.0
15286,CHEMBL3800468,COc1cc(CCNC[C@@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,Ki,=,2300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells,B,2300.0
15302,CHEMBL3799427,COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc3ccccc3,Ki,=,1900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2L receptor expressed in CHO cells,B,1900.0
15303,CHEMBL3799427,COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc3ccccc3,Ki,=,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells,B,1700.0
15312,CHEMBL3800636,COc1cc(CCNCCc2ccc(O)c(O)c2)ccc1OCCCc3ccccc3,EC50,=,2600.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay,B,1300.0
15318,CHEMBL3798748,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,EC50,=,13000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay,B,6500.0
15324,CHEMBL3797205,COc1cc(CCNC[C@@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,EC50,=,8800.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay,B,4400.0
15358,CHEMBL3806091,CNC(=O)c1cccc(OCCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c1C,IC50,=,3600.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay,B,1800.0
15405,CHEMBL3817911,O=C1N(CCCCN2CCC3CCCCC3C2)C(=O)c4ccccc14,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,10000.0
15409,CHEMBL3819082,Cl.Fc1ccc2CC(CCN3CCc4ccccc4C3)Cc2c1,Ki,=,1150.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,1150.0
15421,CHEMBL3818200,O=C(CCCN1CCc2ccccc2C1)c3ccc(cc3)C#N,Ki,=,1456.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,1456.0
15422,CHEMBL3818200,O=C(CCCN1CCc2ccccc2C1)c3ccc(cc3)C#N,Ki,=,1445.44,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,1445.44
15444,CHEMBL3890882,CN[C@H]1[C@H](CCO)c2cc3c(ccn3S(=O)(=O)c4ccccc4)cc12,Ki,=,15848.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,15848.93
15450,CHEMBL3894257,Cc1ncsc1c2nnc(SCCCN3CC[C@]4(C[C@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1230.27,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1230.27
15454,CHEMBL3894853,CN1C=CC(=CC1=O)c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,2238.72,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,2238.72
15455,CHEMBL3894853,CN1C=CC(=CC1=O)c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1862.09,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in CHO cells coexpressing Galpha16 assessed as inhibition of dopamine-induced Ca2+ stimulation pre-incubated for 10 mins followed by dopamine challenge by Fluo-4AM based fluorometric analysis,B,1862.09
15457,CHEMBL3895173,CN[C@@H]1[C@H](CCO)c2ccc3c(ccn3S(=O)(=O)c4ccccc4)c12,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15467,CHEMBL3897499,CCCN1CC[C@@H]2[C@@H]3[C@H](CCC[C@@H]13)[C@@H](CC)c4nc5cc(ccc5cc24)C(F)(F)F,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in fibroblast cells measured after 90 mins by microbeta scintillation counting method,B,10000.0
15468,CHEMBL3897772,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5=CC=NC(=O)C5,Ki,=,1445.44,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1445.44
15470,CHEMBL3897805,COc1ccc(OC)c2CN3CCc4cc5OCOc5cc4[C@@H]3Cc12,IC50,=,2508.05,nM,Dopamine D2 receptor,Homo sapiens,"Reception Binding Assay: Different concentrations (10^¿5 M-10^¿11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 ¿L liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.",B,1254.025
15471,CHEMBL3897805,COc1ccc(OC)c2CN3CCc4cc5OCOc5cc4[C@@H]3Cc12,EC50,=,9740.0,nM,Dopamine D2 receptor,Homo sapiens,"Affinity Assay: Each medicament was dissolved in serum-free F12 culture medium containing 100 ¿M of IBMX. CHO cells which can stably express D2 receptor were pre-incubated at 37° C. for 10 min, and then 10 ¿M Forskoline and 10 ¿M Dopanie were added at the same time to react for 10 min. 100 ¿L, of pre-cooled 1 M of HClO4 was added and the reaction was terminated at 4° C. for 1 hour. 20 ¿L of 2 M K2CO3 was added to neutralize the reaction. The resulting mixture was centrifugated at 3000 rpm for 15 min, and the precipitate KClO4 was discarded. A certain amount of the supernatant was taken for cAMP detection. Spiperone and Quinpirole were used as positive control.",B,4870.0
15482,CHEMBL3899169,Cc1ccc2N=C(N3CCN(CC(C)(C)C(=O)O)CC3)c4cc(Cl)sc4Oc2c1,Ki,=,2780.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding Assay or Functional Activity Assay: Further, the compounds of the invention may be tested in binding assays and functional activity assays by well known methods for other physiologically important receptors such as, but not limited to, the hERG channel, other serotonin receptors (specifically 5-HT1B, 5-HT1D, receptors, lack of agonist activity at 5-HT2B receptors, 5-HT2C, 5-HT5, 5-HT6, and 5-HT7 receptors), dopaminergic receptors (specifically D1, D2, and D3), GABAA receptors, adrenergic receptors and monoamine transporters.",B,2780.0
15483,CHEMBL3899169,Cc1ccc2N=C(N3CCN(CC(C)(C)C(=O)O)CC3)c4cc(Cl)sc4Oc2c1,Ki,>,4570.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding Assay or Functional Activity Assay: Further, the compounds of the invention may be tested in binding assays and functional activity assays by well known methods for other physiologically important receptors such as, but not limited to, the hERG channel, other serotonin receptors (specifically 5-HT1B, 5-HT1D, receptors, lack of agonist activity at 5-HT2B receptors, 5-HT2C, 5-HT5, 5-HT6, and 5-HT7 receptors), dopaminergic receptors (specifically D1, D2, and D3), GABAA receptors, adrenergic receptors and monoamine transporters.",B,4570.0
15497,CHEMBL3903542,Clc1cccc(N2CCN(CC3CCC(COc4ccc5CCC(=O)Nc5c4)CC3)CC2)c1Cl,EC50,=,46000.0,nM,Dopamine D2 receptor,Homo sapiens,"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.",B,23000.0
15498,CHEMBL3903542,Clc1cccc(N2CCN(CC3CCC(COc4ccc5CCC(=O)Nc5c4)CC3)CC2)c1Cl,EC50,=,2100.0,nM,Dopamine D2 receptor,Homo sapiens,"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of ß-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing ß-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 ¿g of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 ¿l/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 ¿l/well of reference agonist (6 ¿M) or D2 test ligand (6 ¿M)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 ¿M, final DMSO concentration was 3%).",B,1050.0
15503,CHEMBL3905196,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccccc5C(F)(F)F)C3)n2C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1584.89
15521,CHEMBL3908862,Cc1ncoc1c2nnc(SCCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1348.96,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in CHO cells coexpressing Galpha16 assessed as inhibition of dopamine-induced Ca2+ stimulation pre-incubated for 10 mins followed by dopamine challenge by Fluo-4AM based fluorometric analysis,B,1348.96
15522,CHEMBL3908870,CC1(C)CC(=O)N(CCCCN2Cc3ccccc3C2)C(=O)C1,Ki,=,2933.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,2933.0
